ID;Reference;Designation;Mill;Coul;Cond;Cont
3441;243001H;AOP CAIRANNE CDR VILLAGES DME BOISSON;2014;RGE;x 6;75 cl
3442;243002H;AOP CAIRANNE CDR VILLAGES DME BOISSON;2015;BLC;x 6;75 cl
3443;226003;AOP CREMANT DE LIMOUX PREMIERE BULLE PREMIUM;0;BLC;x 6;75 cl
3444;012005H;IGP CEVENNES LES FRIGOULIERS DME CAMP GALHAN;2015;RSE;x 6;75 cl
3445;242001H;AOP LUBERON TERRE DE SAFRES;2015;RGE;x 6;75 cl
3446;242002H;AOP LUBERON COTE LEVANT;2015;RSE;x 6;75 cl
3447;197002H;AOP RASTEAU LES FONTAINES DME LA COLLIERE;2013;RGE;x 6;75 cl
3448;142006H;"AOP FIEF VENDEEN MAREUIL NEGRETTE ""CUVEE AMETHISTE";2014;RGE;x 6;75 cl
3449;244001H;AOP MENETOU SALON DME DE LOYE;2015;BLC;x 6;75 cl
3450;244002H;AOP MENETOU SALON DME DE LOYE;2014;RGE;x 6;75 cl
3451;231001H;AOP CHABLIS DME SEGUINOT BORDET;2014;BLC;x 6;75 cl
3452;231002H;AOP PETIT CHABLIS DME SEGUINOT BORDET;2014;BLC;x 6;75 cl
3453;231003H;AOP CHABLIS - 1ER CRU FOURCHAUME - DME SEGUINOT BO;2014;BLC;x 6;75 cl
3454;163001H;AOP CROZE HERMITAGE SENS;2015;BLC;x 6;75 cl
3455;163006H;AOP HERMITAGE LES DIONNIERES;2014;RGE;x 6;75 cl
3456;163002H;AOP CROZE HERMITAGE SENS;2015;RGE;x 6;75 cl
3457;163008H;AOP CROZES HERMITAGE LES PONTAIX;2010;RGE;x 6;150 cl
3458;CDH-240010H;IGP BLC RESERVE DE GARDIAN;2015;BLC;x 6;75 cl
3459;179001H;AOP MONTPEYROUX CTX DU LANGUEDOC  VELOURS DME DE L;2013;RGE;x 6;75 cl
3460;179002H;AOP COTEAUX DU LANGUEDOC LE SOURIRE DE LISE DME L';2015;RGE;x 6;75 cl
3461;245001H;AOP RIESLING DME GOCKER;2014;BLC;x 6;75 cl
3462;245002H;AOP PINOT GRIS DME GOCKER;2014;BLC;x 6;75 cl
3463;245003H;AOP GEWURZTRAMINER DME GOCKER;2014;BLC;x 6;75 cl
3464;099014;VDP C DE THAU D.ESPRIT DE VILLEMARIN;2015;RSE;x 6;75 cl
3465;187007H;IGP CEVENNES RGE;0;RGE;x 1;B03L
3466;187008H;IGP CEVENNES RSE;0;RSE;x 1;B03L
3467;187009H;IGP CEVENNES BLC;0;BLC;x 1;B03L
3468;CDH-128005;AOC COTEAUX DU LANGUEDOC CARMINA MAJO DME TURNER P;2013;RGE;x 6;75 cl
3469;CDH-128006;VDF  LA RUPTURE DME TURNER PAGEOT;2014;BLC;x 6;75 cl
3470;095004;DOM FILLON  BOURGOGNE CHARDONNAY;2014;BLC;x 6;75 cl
3471;CDH-601011H;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;0;BLC;x 1;B05L
3472;CDV050015;EMPREINTES CARBONES AOP FAUGERES;2013;RGE;x 6;75 cl
3473;CDH-127003H;AOP VIOGNIER BLANC DOMAINE MARTHOURET;2015;BLC;x 6;75 cl
3474;CDH-127004H;AOP ROUSSANE BLANC DOMAINE MARTHOURET;2015;BLC;x 6;75 cl
3475;031037;AOP SANCERRE - LA GEMIERE - LACHETEAU;2015;BLC;x 6;75 cl
3476;031038;AOP SANCERRE - LA GEMIERE - LACHETEAU;2015;BLC;x 6;37.5 cl
3477;031024;AOP TOURAINE - LA PERCLAIRE - LACHETEAU;0;BLC;x 6;37.5 cl
3479;169012;CHATEAU DE L'AUZE BERGERAC;2014;RGE;x 6;75 cl
3481;019999;TONNEAU DOMAINE YON;2016;;x 6;VRAC
3483;CDH-801011;HAUTES COTES DE BEAUNE CUVEE DU MENHIR;2013;RGE;x 6;75 cl
3484;801013H;BOURGOGNE ALIGOTE DOMAINE FRANCOIS CHARLES;2014;BLC;x 6;75 cl
3485;CDV-002041;AOP COSTIERE DE NIMES  LES ROSELIERES SAUVAGES;2014;RGE;x 6;75 cl
3486;CDH-228005;AOC COTEAUX DU LANGUEDOC CARMINA MAJOR;2013;RGE;x 6;75 cl
3487;CDH-228006;VDP LA RUPTURE DME TURNER PAGEAOT;2014;BLC;x 6;75 cl
3489;CDV051000;AC MONTAGNE ST EMILION. CH ST GEORGES;2012;RGE;x 6;75 cl
3491;CDH-163003;AOP CROZES HERMITAGE LES PONTAIX;2012;BLC;x 6;75 cl
3492;171004H;AOP COTES DU RHONE COLLINE DME DE LA CABOTTE;2015;RGE;x 6;75 cl
3493;CDH-499003;EXQUISIT 42 CL NEUTRE VERRE;0;;x 6;75 cl
3494;CDH-499001;EXQUISIT 35 CL NEUTRE VERRE;0;;x 6;75 cl
3495;CDH-499005;EXQUISIT 35 CL TRAIT JAUNES 12 CL VERRE;0;;x 6;75 cl
3496;CDH-499004;CARRE 42 CL NEUTRE VERRE;0;;x 6;75 cl
3497;CDH-499002;FAVORIT 26 CL NEUTRE VERRE;0;;x 6;75 cl
3498;CDH-499006;FAVORIT 26 CL TRAIT JAUNE 12 CL VERRE;0;;x 6;75 cl
3499;059028;VDP MEDITERRANEE. TERES;2015;RSE;x 1;300cl D-MAG
3500;502001H;CAVA BRUT METODO TRADICIONAL CAVA LA LAIA NURIA;0;BLC;x 6;75 cl
3503;082001H/460;HOBIBAG ROUGE 10L (x460) => stockage Nîmes;0;RGE;x 1;Hobibag 10L
3504;082001H/400;HOBIBAG ROUGE 10L (x400) => stockage Nîmes;0;RGE;x 1;Hobibag 10L
3505;082001H/700;HOBIBAG ROUGE 10L (x700) => stockage Nîmes;0;RGE;x 1;Hobibag 10L
3506;082005H/2010;HOBIBAG ROUGE 5L (x2010) => stockage Nîmes;0;RGE;x 1;Hobibag 5L
3507;082005H/2100;HOBIBAG ROUGE 5L (x2100) => stockage Nîmes;0;RGE;x 1;Hobibag 5L
3508;CDV080020;AOP SANCERRE CUVEE MARECHAL PRIEUR;2013;BLC;x 6;75 cl
3509;084100;AOP CORBIERES LA TETE DANS LES ETOILES;2015;RGE;x 6;75 cl
3510;084101;AOP CORBIERES LA TETE DANS LES ETOILES;2015;RGE;x 6;150 cl
3511;084102;AOP CORBIERES LES PIEDS DANS LA TERRE;2015;RGE;x 6;75 cl
3512;084103;AOP CORBIERES LES PIEDS DANS LA TERRE;2015;RGE;x 6;150 cl
3513;CDH-235004;AOP VIN DE CORSE PARALLELE CASANOVA;2015;RGE;x 6;75 cl
3514;001001H;CHAMPAGNE PANNIER BRUT;0;BLC;x 6;75 cl
3515;CDH-222002;AOP COTE DU JURA PINOT NOIR;0;RGE;x 6;75 cl
3516;CDH-222003;AOP COTE DU JURA TROUSSEAU;0;RGE;x 6;75 cl
3517;054012;AC PESSAC LEOGNAN. CH MANCEDRE;2014;BLC;x 6;75 cl
3518;052039/10;AC HT-MEDOC L'ENCLOS DE RAMAGE;2010;RGE;x 6;75 cl
3519;162005;IGP SAUVIGNON CH JOUCLARY;2015;BLC;x 6;75 cl
3520;801011H;AC HAUTES COTES DE BEAUNE ROUGE CUVEE MENHIRS (rés;2013;RGE;x 6;75 cl
3521;096015H;AOP BORDEAUX CH DE L'HOSPITAL;2014;RGE;x 6;75 cl
3522;200001;VDF CINSAULT BARROCO DME DE CAMBIS;2014;RGE;x 6;75 cl
3523;200002;AOP ST CHINIAN CAUDOMATO DME DE CAMBIS;2014;RGE;x 6;75 cl
3524;563005H;AOP POMEROL CH BEAU SOLEIL;2014;RGE;x 6;75 cl
3525;CDH-017005;AOP JURANCON SEC LA PIERRE BLANCHE;2011;BLC;x 6;75 cl
3526;082002H/700;HOBIBAG ROSE 10L (x700) => stockage Nîmes;0;RSE;x 1;Hobibag 10L
3527;082006H/2100;HOBIBAG ROSE 5L (x2100) => stockage Nîmes;0;RSE;x 1;Hobibag 5L
3528;990005H/500;POCHE 5L METALISEE (x500) => stockage Nîmes;0;;x 1;Poche 5L
3529;990010H/300;POCHE10L METALISEE (x300) => stockage Nîmes;0;;x 1;Poche 10L
3530;CDV029015;DME BELLE MARE VDPOC CHARDONNAY;2013;BLC;x 6;75 cl
3531;CDV092002;AC CX LANG P.ST LOUP.M DES COSTES;2002;RGE;x 6;75 cl
3532;CDV029010;VDP COLLINES DE LA MOURE. D.BEL MARE;2012;RGE;x 6;75 cl
3533;CDV029002;IGP OC  VIOGNIER DME DE BELLE-MARE;2012;BLC;x 6;75 cl
3534;178020H;IGP PAYS D'OC CHARDONNAY DME MURET (bouchon vis);2015;BLC;x 6;75 cl
3535;178021H;IGP PAYS D'OC VIOGNIER  DME MURET (bouchon vis);2015;BLC;x 6;75 cl
3536;178022H;IGP PAYS D'OC SYRAH  DME MURET (bouchon vis);2015;RGE;x 6;75 cl
3537;178023H;IGP PAYS D'OC PINOT DME MURET (bouchon vis);2015;RGE;x 6;75 cl
3538;041016/13;AOP SAINT- ESTEPHE CH LES HAUTS DE PEZ;2013;RGE;x 6;75 cl
3539;246001H;AOP CHAMP  BRUT RESERVE GAUTHIER;1990;BLC;x 6;75 cl
3540;246002H;AOP CHAMPAGNE CUVEE  MATHILDE GAUTHIER  BRUT;1990;BLC;x 6;75 cl
3541;805001H;AC FIXIN PETIT CRAIS DOMAINE HUGUENOT;2013;RGE;x 6;75 cl
3542;247001H;IGP VINS DE MONTAGNE COTES CATALANES LA PETITE MON;2015;RGE;x 6;75 cl
3543;247002H;IGP VINS DE MONTAGNE COTES CATALANES FACE AUX PYRE;2015;RGE;x 6;75 cl
3544;247010H;AOP VINS DE MONTAGNES DE CARAMANY CUVEE GRANIT;2015;RGE;x 6;75 cl
3545;247011H;AOP VINS DES MONTAGNES DE CARAMANY SYRAH-CARIGNAN;2015;RGE;x 6;75 cl
3546;CDH-163006;AOP HERMITAGE Les Dionnières;2012;RGE;x 6;75 cl
3547;002091;IGP OC SYRAH PRIMEUR GALLICIAN;2016;RGE;x 6;75 cl
3548;229000;AOP BEAUJOLAIS VIEILLES VIGNES NOUVEAU DME DU BOIS;2016;RGE;x 6;75 cl
3549;CDV229001;AOP BEAUJOLAIS NOUVEAU DME DU BOIS DU JOUR;2016;RGE;x 6;75 cl
3550;CDV229003;AOP BEAUJOLAIS NOUVEAU DME DU BOIS DU JOUR;2016;RGE;x 1;B05L
3551;CDV229000;AOP BEAUJOLAIS V-VIGNES NOUVEAU DME DU BOIS DU JOU;2016;RGE;x 6;75 cl
3552;CDV016000;AOP BEAUJOLAIS NOUVEAU DME PAIRE BIO;2016;RGE;x 6;75 cl
3553;CDV016001;AOP BEAUJOLAIS VIEILLES VIGNES NOUVEAU DME PAIRE B;2016;RGE;x 6;75 cl
3554;074003ECR;AC GIGONDAS SIGNATURE ECRIN;2012;RGE;x 4;150 cl
3555;074201ECR;AOP VACQUEYRAS BEAUMIRAIL ECRIN;2012;RGE;x 4;150 cl
3556;074202ECR;AOP BEAUMES DE VENISE TERRISSIMO ECRIN;2014;RGE;x 4;150 cl
3557;074300;AOP GIGONDAS LA REFERENCE CAISSE BOIS 2 BOUTEILLES;0;RGE;x 1;75 cl
3558;074301;AOP GIGONDAS LA REFERENCE CAISSE BOIS 3 BOUTEILLES;0;RGE;x 1;75 cl
3559;074302;AOP VACQUEYRAS BEAUMIRAIL CAISSE BOIS 2 BOUTEILLES;0;RGE;x 1;75 cl
3560;074303;AOP VACQUEYRAS BEAUMIRAIL CAISSE BOIS 3 BOUTEILLES;0;RGE;x 6;75 cl
3561;074304;AOP BEAUMES DE VENISE TERRISSIMO CAISSE BOIS 2 BLL;0;RGE;x 1;75 cl
3562;074305;AOP BEAUMES DE VENISE TERRISSIMO CAISSE BOIS 3 BLL;0;RGE;x 1;75 cl
3563;052039/08;AC HT-MEDOC L'ENCLOS DE RAMAGE;2008;RGE;x 6;150 cl
3565;163003H;AOP SAINT-PERAY CUVEE MONTIS DME FAYOLLE;2014;BLC;x 6;75 cl
3566;049016CB;C-BOIS AC BDX Classic CH LAUDUC;2014;RGE;x 3;75 cl
3567;CDH-001021;AOP CHAMPAGNE SELECTION BRUT ETUI PANNIER;0;BLC;x 6;75 cl
3568;171005H;AOP MASSIF D'UCHAUX CDR VILLAGES GABRIEL DME CABOT;2014;RGE;x 6;75 cl
3569;CDH-GDCRUS;CARTON PANACHE GRANDS CRUS DU BORDELAIS;0;RGE;x 1 CB;75 cl
3570;CDH-246002;CUVEE MATHILDE BLC DE BLC AOP CHAMPAGNE GAUTIER;0;BLC;x 6;75 cl
3571;230002H;AOP ST AUBIN 1ER CRU DME MEIX;2015;BLC;x 6;75 cl
3572;230003H;AOP ST AUBIN 1ER CRU DME MEIX;2014;RGE;x 6;75 cl
3573;230004H;AOP CREMANT DE BOURGOGNE EDEN DME GUILLO;0;BLC;x 6;75 cl
3574;CDH-ETUIS;ETUIS KRAFT;0;;x 1;75 cl
3575;160002H/6;IGP GARD CHAMPETRE;2014;RGE;x 6;75 cl
3576;154002H;AOP MERCUREY PREMIER CRU LES CRETS DME SUREMAIN;2014;RGE;x 6;75 cl
3577;CDV080009;AOP SANCERRE LES MONTS DAMNES;2013;BLC;x 6;75 cl
3578;002090;AC COSTIERES DE NIMES CUVEE PRESTIGE;2013;RSE;x 12 CB;37.5 cl
3579;CDH-564012;AOP  SAINTE CROIX DU MONT CH DES  2 LIONS;2014;BLC;x 6;75 cl
3580;CDH-563005;AOP POMEROL CH BEAU SOLEIL;2011;RGE;x 6;75 cl
3581;801012H;AOP HAUTES COTES DE BEAUNE LES VIGNES DE DEFFEND (;2014;BLC;x 6;75 cl
3582;CDH-203003;AOP COTES DE BOURG PECHE DU ROI CH HAUT GUIRAUD;2014;RGE;x 6;75 cl
3583;248001H;AOP COTES DU VENTOUX GRANGE DES DAMES VIGN DU MONT;2015;RGE;x 1;B05L
3584;248002H;AOP COTES DU VENTOUX GRANGE DES DAMES VIGN DU MONT;2015;RGE;x 1;B10L
3585;230005H;AOP HAUTE COTE DE BEAUNE LES VERGERS DME GUILLO;2014;RGE;x 6;75 cl
3586;001000H;AOP CHAMPAGNE BRUT PANNIER;0;BLC;x 6;75 cl
3587;226005;AOP BLANQUETTE LIMOUX PREM. BULLES;0;RSE;x 6;75 cl
3588;CDH-222005;75 cl COTES DU JURA - SAVAGNIN - DME GRAND BLANC;2011;BLC;x 6;75 cl
3589;CDH-564007;AOP HAUT-MEDOC LES BRULIERES DE BEYCHEVELLES;2011;RGE;x 6;75 cl
3590;169003;AOP COTES DE CASTILLON HARMONIE;2014;RGE;x 6;75 cl
3591;CDH-235001;IGP CASANOVA;2015;RSE;x 6;75 cl
