ID;Reference;Designation;Mill;Coul;Cond;Cont;
3309;CDV002036;IGP PAYS D'OC MERLOT CAVE GALLICIAN;0;RGE;x 1;B10L;
3310;CDV059025;IGP MEDITERRANEE TERES;2014;RSE;x 6;75 cl;
3313;036008;IGP SAINT GUILHEM LE DESERT GRENACHE;2014;BLC;x 1;B10L;
3314;036030;IGP SAINT GUILHEM LE DESERT GRENACHE;2014;BLC;x 6;75 cl;
3315;CDH-204003;AOP VENTOUX;0;RSE;x 1;B10L;
3316;CDH-204004;AOP VENTOUX;1990;RSE;x 1;B05L;
3317;CDH-204002;AOP VENTOUX;1990;RGE;x 1;B05L;
3318;212002;AOP CAHORS CUVEE MYTHIQUE;0;RGE;x 6;75 cl;
3319;051010/11;CLOS TRIMOULET AOP ST EMILION GRAND CRU;2012;RGE;x 6;75 cl;1
3321;164005/12;AOP ST EMILION GRAND CRU CHATEAU JUCALIS;2012;RGE;x 6;75 cl;1
3322;CDV095011;DOMAINE FILLON AOP CHABLIS VIEILLES VIGNES;2011;BLC;x 6;75 cl;
3324;119005;MINERVOIS DOMAINE DES HOMS;2013;RGE;x 6;150 cl;
3325;CDV052046;ENCLOS DE RAMAGE AOP HAUT-MEDOC;2005;RGE;x 6;150 cl;1
3327;070002H;EL GRANO CARMENERE VIN DU CHILI;2015;RGE;x 6;75 cl;
3331;196001H;SENORIO BARIOBERO JOVEN DE RIOJA;2015;RGE;x 12 CB;75 cl;
3332;563001H;AOP POMEROL BEAU SOLEIL;2012;RGE;x 6;75 cl;
3333;070015H;EL PODA CORTA VIN DU CHILI;2011;RGE;x 6;75 cl;
3334;212002H;AOP CAHORS CUVEE MYTHIQUE;2011;RGE;x 6;75 cl;
3335;CDV114006;AOP TOURAINE GAMAY DE LA CHAISE;2013;RGE;x 12 CB;37.5 cl;
3336;CDH-187011;IGP CEVENNES CAVE DE TORNAC;2014;RGE;x 1;B10L;
3337;CDH-171003;AOP COTES DU RHONE DOMAINE CABOTTE;0;BLC;x 6;75 cl;
3338;191005H;AOP VIN DE SAVOIE LES ABYMES CHATEAU DE LA VIOLETTE;2014;BLC;x 6;75 cl;
3339;CDH-564001;AOP MARGAUX AURORE DE DAUZAC;2013;RGE;x 6;75 cl;
3340;CDH-564002;AOP PAUILLAC RESERVE DE LA COMTESSE;2007;RGE;x 6;75 cl;
3341;CDH-564003;AOP ST ESTEPHE LA CHAPELLE DE CALON;2011;RGE;x 6;75 cl;
3342;CDH-564004;AOP ST JULIEN AMIRAL DE BEYCHEVELLE;2011;RGE;x 6;75 cl;
3343;CDH-564005;AOP MARGAUX LA SIRENE DE GISCOURS;2006;RGE;x 12 CB;75 cl;
3344;226001;AOP BLANQUETTE LIMOUX PREMIERES BULLES;0;BLC;x 6;75 cl;
3345;229001;AOP BEAUJOLAIS NOUVEAU DOMAINE DU BOIS DU JOUR;2016;RGE;x 6;75 cl;
3346;229002;AOP BEAUJOLAIS NOUVEAU DOMAINE DU BOIS DU JOUR;2016;RGE;x 1;B10L;
3347;229003;AOP BEAUJOLAIS NOUVEAU DOMAINE DU BOIS DU JOUR;2016;RGE;x 1;B05L;
3348;229005;AOP BEAUJOLAIS DOMAINE DU BOIS DU JOUR;2014;BLC;x 6;75 cl;
3349;229006;AOP BOURGOGNE DOMAINE DU BOIS DU JOUR;2015;BLC;x 6;75 cl;
3350;229007;AOP BEAUJOLAIS VIEILLES VIGNES DOMAINE DU BOIS DU JOUR;2013;RGE;x 6;75 cl;
3351;229008;AOP COTEAUX BOURGUIGNON DOMAINE DU BOIS DU JOUR;2014;RGE;x 6;75 cl;
3352;CDH-171002;AOP MASSIF D'UCHAUX CUVEE YVONNE DOMAINE CABOTTE;2009;RGE;x 6;75 cl;
3353;CDH-805004;GEVREY CHAMBERTIN 1ER CRU LES FONTENYS;2012;RGE;x 6;75 cl;
3354;201900;AOP COTES DU RHONE PRIMEUR MAGIE D'UNE TERRE;2015;RGE;x 6;75 cl;
3355;052600;AOP LOUPIAC CHATEAU LA NERE;2005;BLC;x 6;75 cl;
3356;074200;AOP GIGONDAS LE BRUT DE FOUDRE;2012;RGE;x 4;150 cl;
3357;074201;AOP VACQUEYRAS BEAUMIRAIL CAISSE BOIS;2012;RGE;x 4;150 cl;
3358;074202;AOP BEAUMES DE VENISE TERRISSIMO CAISSE BOIS;2014;RGE;x 4;150 cl;
3359;074203;AOP VACQUEYRAS LES PRIMAIRES;2012;RGE;x 6;75 cl;
3360;074204;AOP GIGONDAS LA REFERENCE;2010;RGE;x 6;75 cl;
3361;CDH-230001;AOP ST ROMAIN DOMAINE LE BOUT DU MONDE;2012;BLC;x 12 CB;75 cl;
3362;CDH-230002;AOP ST AUBIN 1ER CRU DOMAINE MEIX;2014;BLC;x 6 CB;75 cl;
3364;CDH-230003;AOP ST AUBIN 1ER CRU DOMAINE MEIX;2013;RGE;x 6 CB;75 cl;
3365;201028;IGP VIOGNIER  BALLADE DE COLINE;2014;BLC;x 6;75 cl;
3366;229004;AOP BEAUJOLAIS NOUVEAU DOMAINE DU BOIS DU JOUR;2015;RSE;x 6;75 cl;
3367;229009;AOP COTEAUX BOURGUIGNON DOMAINE DU BOIS DU JOUR;2014;RGE;x 6;150 cl;
3368;229020;AOP CREMANT DE BOURGOGNE DOMAINE DU BOIS DU JOUR;2015;BLC;x 6;75 cl;
3369;229021;ECLAT DE ROSE DOMAINE DU BOIS DU JOUR;0;RSE;x 6;75 cl;
3370;CDH-801005;"AOP VOLNAY 1ER CRU ""FREMIETS""";2012;RGE;x 6;75 cl;
3371;012002H;IGP CEVENNES LES FRIGOULIERS DOMAINE CAMP GALHAN;2014;RGE;x 6;75 cl;
3372;012003H;IGP CEVENNES LES FRIGOULIERS DOMAINE CAMP GALHAN;2014;BLC;x 6;75 cl;
3373;012010H;AOP DUCHE D'UZES LES PERRASSIERES DOMAINE CAMP GALHAN;0;RGE;x 6;75 cl;
3374;CDH-222004;AOP COTES DU JURA CHARDONNAY;2012;BLC;x 6;75 cl;
3375;100002H;COTES ROTIES CEDRIC PARPETTE;0;RGE;x 6;75 cl;
3376;CDV162005;JOUCLARY CUVEE GUILLAUME;2012;RGE;x 6;75 cl;
3377;CDV162006;JOUCLARY CUVEE GUILLAUME;1990;RGE;x 6;150 cl;
3378;CDV025041;AOP LIMOUX LAS GRAVAS;2013;BLC;x 6;75 cl;
3379;153012;BOURGOGNE EPINEUIL PINOT NOIR GARNIER;2014;RGE;x 6;75 cl;
3380;CDV010051;AOP VOUVRAY MOELLEUX GAILLARD;0;BLC;x 6;75 cl;
3381;201030;AOP COTES DE RHONE PRIMEUR;2015;RGE;x 6;75 cl;
3382;CDV164011;MAGNUM JUPILLE CARILLON;2010;RGE;x 1;150 cl;1
3383;CDH-231001;IGP MARSANNE CAVE SAINT DESIRAT;2014;BLC;x 6;75 cl;
3384;CDH-801010;AOP MEURSAULT DOMAINE FRANCOIS CHARLES;2013;BLC;x 6;75 cl;
3385;CDH-030003;AOC BORDEAUX CHATEAUX LAPEYRERE;0;RGE;x 12 CB;37.5 cl;
3386;CDH-041020;AOP SAINT ESTEPHE TOUR DE PEZ;2009;RGE;x 6;150 cl;
3387;CDH-001031;AOP CHAMPAGNE EXTRA BRUT SELECTION;0;BLC;x 6;75 cl;
3388;215002H;AOP HAUT-MEDOC CHATEAU TOUR MARCILLANET;2010;RGE;x 6;150 cl;1
3389;048006B;AOP PUISSEGUIN ST EMILION CHATEAU GUIBEAU;2012;RGE;x 6;150 cl;1
3390;230001H;AOP ST ROMAIN DOMAINE LE BOUT DU MONDE;2012;BLC;x 6;75 cl;
3391;CDV041020;MAGNUM TOUR DE PEZ;2013;RGE;x 6;150 cl;
3392;CDH-0730013;AOP POMEROL CHATEAU BEAU SOLEIL;2011;RGE;x 1;150 cl;
3393;CDH-001033;RATAFIA PANNIER;0;BLC;x 6;75 cl;
3394;CDV124011;LALANDE DE POMEROL CHATEAU BECHEREAU;2011;RGE;x 6;75 cl;
3395;232001H;AOP COTES DE RHONE VALREAS DOMAINE VALLEE DES GRIVES;2012;RGE;x 6;75 cl;
3396;CDV143003;AOP COTEAUX DU GIENNOIS CUVEE CHICAGO;2015;RGE;x 6;75 cl;
3397;CDV226002;AOP BLANQUETTE DE LIMOUX METHODE TRADITIONNELLE PREMIERES BULLES;0;BLC;x 6;150 cl;
3398;805005H;AOP MARSANNAY DOMAINE HUGUENOT;2014;BLC;x 6;75 cl;
3399;805007H;AOP MARSANNAY DOMAINE HUGUENOT;2014;RGE;x 6;75 cl;
3400;CDH-991003;ETUI KRAFT 3 BOUTEILLES;0;;x 3;75 cl;
3402;CDV201003;IGP ORANGE LES COTEAUX DU RHONE;1990;RSE;x 1;B05L;
3403;118103;ARMAGNAC RECOLTE 1995 ARIANE en caissette bois;1995;RGE;x 6;50 cl;
3404;CDH-223001;AOP CORNAS - JOHANN MICHEL;2014;RGE;x 6;75 cl;
3405;084050;"AOP CORBIERES ""MAUVAISE REPUTATION""";2012;RGE;x 6;75 cl;
3406;041001/12;AOP ST ESTEPHE CHATEAU TOUR DE PEZ;2012;RGE;x 6;75 cl;
3407;233001H;AOP COTES DE PROVENCE SECRETS DE COMPTOIR;2015;RSE;x 6;75 cl;
3409;180003H;AOP MEDOC CHATEAU DE LA BRANNE;2012;RGE;x 12 CB;75 cl;
3410;168003;AOP GRAVES LA ROSE SARRON;2014;RGE;x 12 CB;37.5 cl;1
3411;012004H;IGP CEVENNES LES FRIGOULIERS 100% CHARDONNAY DME C;0;BLC;x 6;75 cl;
3412;235001H;IGP ILE DE BEAUTE CASANOVA;2015;RSE;x 6;75 cl;
3413;235002H;AOP VIN DE CORSE PARALLELE CASANOVA;2015;RSE;x 6;75 cl;
3414;235003H;MUSCAT PETILLANT CASANOVA OR;2015;BLC;x 6;75 cl;
3415;169011;CHATEAU DE L'AUZE BERGERAC BLANC;2015;BLC;x 6;75 cl;
3416;240001H;IGP ROUGE RESERVE DE GARDIAN;2015;RGE;x 6;75 cl;
3417;240002H;IGP ROSE RESERVE DE GARDIAN;2015;RSE;x 6;75 cl;
3418;240003H;"IGP MARSELAN NATURE ""SANS SOUFFRE AJOUTE""";2015;RGE;x 6;75 cl;
3420;201031;IGP MEDITERRANNEE ROSE;2015;RSE;x 6;75 cl;
3421;201032;IGP MEDITERRANNEE ROUGE;2015;RGE;x 6;75 cl;
3422;234001H;BARMIOLI PROSECCO EXTRA DRY;0;BLC;x 6;75 cl;
3423;134003;IGP VAUCLUSE LE PUY SAINT MARTIN;2014;RGE;x 6;75 cl;
3424;174005;IGP PAYS D'OC LES SARDINES;2015;RGE;x 6;75 cl;
3425;174006;IGP PAYS D'OC LES SARDINES;2015;RSE;x 6;75 cl;
3426;174007;IGP PAYS D'OC LES SARDINES;2015;BLC;x 6;75 cl;
3427;174009;AOP PIC SAINT LOUP LA DIABLESSE;2013;RGE;x 6;75 cl;
3428;201017;IGP VAUCLUSE D'ORANGE CHASAN VERMENTINO;2015;BLC;x 1;B05L;
3429;201018;IGP VAUCLUSE D'ORANGE VIOGNIER;2015;BLC;x 1;B03L;
3430;123002H;CANFORRALES TEMPRANILLO;0;RGE;x 12 CB;75 cl;
3431;CDH-096008;AOP GRAVES CHATEAU DE L'HOSPITAL;2009;BLC;x 6;75 cl;
3432;099023;"AOP LANGUEDOC ST GEORGES D'ORQUES ""PETITES PARCELLES""";2015;RGE;x 6;75 cl;
3433;099022;"IGP D'OC SAUVIGNON ""HAUTS DE SENAUX""";0;BLC;x 6;75 cl;
3434;084041;AOP CORBIERES ROSE AGRICOLE;2015;RSE;x 6;75 cl;
3435;241001H;IGP MARSELAN LES GARRIGUES GRANDE RESERVE;2013;RGE;x 6;75 cl;
3436;241002H;IGP CARIGNAN LES GARRIGUES GRANDE RESERVE;2013;RGE;x 6;75 cl;
3437;241003H;IGP GRENACHE NOIR LES GARRIGUES GRANDE RESERVE;2013;RGE;x 6;75 cl;
3438;241005H;IGP GRENACHE LES GARRIGUES GRANDE RESERVE;2014;BLC;x 6;75 cl;
3439;241004H;IGP GRIS LES GARRIGUES GRANDE RESERVE;2015;RSE;x 6;75 cl;
3440;241006H;AOP FITOU DOMAINE COURTAL;2012;RGE;x 6;75 cl;
3441;243001H;AOP CAIRANNE CDR VILLAGES DOMAINE BOISSON;2014;RGE;x 6;75 cl;
3442;243002H;AOP CAIRANNE CDR VILLAGES DOMAINE BOISSON;2015;BLC;x 6;75 cl;
3443;226003;AOP CREMANT DE LIMOUX PREMIERE BULLE PREMIUM;0;BLC;x 6;75 cl;
3444;012005H;IGP CEVENNES LES FRIGOULIERS DOMAINE CAMP GALHAN;2015;RSE;x 6;75 cl;
3445;242001H;AOP LUBERON TERRE DE SAFRES;2015;RGE;x 6;75 cl;
3446;242002H;AOP LUBERON COTE LEVANT;2015;RSE;x 6;75 cl;
3447;197002H;AOP RASTEAU LES FONTAINES DOMAINE LA COLLIERE;2013;RGE;x 6;75 cl;
3448;142006H;"AOP FIEF VENDEEN MAREUIL NEGRETTE ""CUVEE AMETHISTE""";2014;RGE;x 6;75 cl;
3449;244001H;AOP MENETOU SALON DOMAINE DE LOYE;2015;BLC;x 6;75 cl;
3450;244002H;AOP MENETOU SALON DOMAINE DE LOYE;2014;RGE;x 6;75 cl;
3451;231001H;AOP CHABLIS DOMAINE SEGUINOT BORDET;2014;BLC;x 6;75 cl;
3452;231002H;AOP PETIT CHABLIS DOMAINE SEGUINOT BORDET;2014;BLC;x 6;75 cl;
3453;231003H;AOP CHABLIS - 1ER CRU FOURCHAUME - DOMAINE SEGUINOT;2014;BLC;x 6;75 cl;
3454;163001H;AOP CROZE HERMITAGE SENS;2015;BLC;x 6;75 cl;
3455;163006H;AOP HERMITAGE LES DIONNIERES;2014;RGE;x 6;75 cl;
3456;163002H;AOP CROZE HERMITAGE SENS;2015;RGE;x 6;75 cl;
3457;163008H;AOP CROZES HERMITAGE LES PONTAIX;2010;RGE;x 6;150 cl;
3458;CDH-240010H;IGP BLC RESERVE DE GARDIAN;2015;BLC;x 6;75 cl;
3459;179001H;AOP MONTPEYROUX VELOURS DOMAINE DE L'AIGUELIERE;2013;RGE;x 6;75 cl;
3460;179002H;AOP COTEAUX DU LANGUEDOC LE SOURIRE DE LISE DME L'AIGUELIERE;2015;RGE;x 6;75 cl;
3461;245001H;AOP RIESLING DOMAINE GOCKER;2014;BLC;x 6;75 cl;
3462;245002H;AOP PINOT GRIS DOMAINE GOCKER;2014;BLC;x 6;75 cl;
3463;245003H;AOP GEWURZTRAMINER DOMAINE GOCKER;2014;BLC;x 6;75 cl;
3464;099014;IGP COTES DE THAU DOMAINE ESPRIT DE VILLEMARIN;2015;RSE;x 6;75 cl;
3465;187007H;IGP CEVENNES RGE;0;RGE;x 1;B03L;
3466;187008H;IGP CEVENNES RSE;0;RSE;x 1;B03L;
3467;187009H;IGP CEVENNES BLC;0;BLC;x 1;B03L;
3468;CDH-128005;AOP COTEAUX DU LANGUEDOC CARMINA MAJO DOMAINE TURNER PAGEOT;2013;RGE;x 6;75 cl;
3469;CDH-128006;VIN DE FRANCE LA RUPTURE DOMAINE TURNER PAGEOT;2014;BLC;x 6;75 cl;
3470;095004;DOMAINE FILLON  BOURGOGNE CHARDONNAY;2014;BLC;x 6;75 cl;
3471;CDH-601011H;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;0;BLC;x 1;B05L;
3472;CDV050015;EMPREINTES CARBONES AOP FAUGERES;2013;RGE;x 6;75 cl;
3473;CDH-127003H;AOP VIOGNIER BLANC DOMAINE MARTHOURET;2015;BLC;x 6;75 cl;
3474;CDH-127004H;AOP ROUSSANE BLANC DOMAINE MARTHOURET;2015;BLC;x 6;75 cl;
3475;031037;AOP SANCERRE - LA GEMIERE - LACHETEAU;2015;BLC;x 6;75 cl;
3476;031038;AOP SANCERRE - LA GEMIERE - LACHETEAU;2015;BLC;x 6;37.5 cl;
3477;031024;AOP TOURAINE - LA PERCLAIRE - LACHETEAU;0;BLC;x 6;37.5 cl;
3479;169012;CHATEAU DE L'AUZE BERGERAC;2014;RGE;x 6;75 cl;
3481;019999;TONNEAU DOMAINE YON;2016;;x 6;VRAC;
3483;CDH-801011;HAUTES COTES DE BEAUNE CUVEE DU MENHIR;2013;RGE;x 6;75 cl;
3484;801013H;BOURGOGNE ALIGOTE DOMAINE FRANCOIS CHARLES;2014;BLC;x 6;75 cl;
3485;CDV-002041;AOP COSTIERES DE NIMES LES ROSELIERES SAUVAGES;2014;RGE;x 6;75 cl;
3486;CDH-228005;AOP COTEAUX DU LANGUEDOC CARMINA MAJOR;2013;RGE;x 6;75 cl;
3487;CDH-228006;IGP LA RUPTURE DOMAINE TURNER PAGEOT;2014;BLC;x 6;75 cl;
3489;CDV051000;AOP MONTAGNE ST EMILION CHATEAU ST GEORGES;2012;RGE;x 6;75 cl;1
3491;CDH-163003;AOP CROZES HERMITAGE LES PONTAIX;2012;BLC;x 6;75 cl;
3492;171004H;AOP COTES DU RHONE COLLINE DOMAINE DE LA CABOTTE;2015;RGE;x 6;75 cl;
3493;CDH-499003;EXQUISIT 42 CL NEUTRE VERRE;0;;x 6;75 cl;
3494;CDH-499001;EXQUISIT 35 CL NEUTRE VERRE;0;;x 6;75 cl;
3495;CDH-499005;EXQUISIT 35 CL TRAIT JAUNES 12 CL VERRE;0;;x 6;75 cl;
3496;CDH-499004;CARRE 42 CL NEUTRE VERRE;0;;x 6;75 cl;
3497;CDH-499002;FAVORIT 26 CL NEUTRE VERRE;0;;x 6;75 cl;
3498;CDH-499006;FAVORIT 26 CL TRAIT JAUNE 12 CL VERRE;0;;x 6;75 cl;
3499;059028;IGP MEDITERRANEE TERES;2015;RSE;x 1;300cl D-MAG;
3500;502001H;CAVA BRUT METODO TRADICIONAL CAVA LA LAIA NURIA;0;BLC;x 6;75 cl;
3503;082001H/460;HOBIBAG ROUGE 10L (x460) => stockage Nîmes;0;RGE;x 1;Hobibag 10L;
3504;082001H/400;HOBIBAG ROUGE 10L (x400) => stockage Nîmes;0;RGE;x 1;Hobibag 10L;
3505;082001H/700;HOBIBAG ROUGE 10L (x700) => stockage Nîmes;0;RGE;x 1;Hobibag 10L;
3506;082005H/2010;HOBIBAG ROUGE 5L (x2010) => stockage Nîmes;0;RGE;x 1;Hobibag 5L;
3507;082005H/2100;HOBIBAG ROUGE 5L (x2100) => stockage Nîmes;0;RGE;x 1;Hobibag 5L;
3508;CDV080020;AOP SANCERRE CUVEE MARECHAL DOMAINE PRIEUR;2013;BLC;x 6;75 cl;
3509;084100;AOP CORBIERES LA TETE DANS LES ETOILES;2015;RGE;x 6;75 cl;
3510;084101;AOP CORBIERES LA TETE DANS LES ETOILES;2015;RGE;x 6;150 cl;
3511;084102;AOP CORBIERES LES PIEDS DANS LA TERRE;2015;RGE;x 6;75 cl;
3512;084103;AOP CORBIERES LES PIEDS DANS LA TERRE;2015;RGE;x 6;150 cl;
3513;CDH-235004;AOP VIN DE CORSE PARALLELE CASANOVA;2015;RGE;x 6;75 cl;
3514;001001H;CHAMPAGNE PANNIER BRUT;0;BLC;x 6;75 cl;
3515;CDH-222002;AOP COTE DU JURA PINOT NOIR;0;RGE;x 6;75 cl;
3516;CDH-222003;AOP COTE DU JURA TROUSSEAU;0;RGE;x 6;75 cl;
3517;054012;AOP PESSAC LEOGNAN CHATEAU MANCEDRE;2014;BLC;x 6;75 cl;
3518;052039/10;AOP HAUT-MEDOC L'ENCLOS DE RAMAGE;2010;RGE;x 6;75 cl;1
3519;162005;IGP SAUVIGNON CHATEAU JOUCLARY;2015;BLC;x 6;75 cl;
3520;801011H;AOP HAUTES COTES DE BEAUNE ROUGE CUVEE MENHIRS;2013;RGE;x 6;75 cl;
3521;096015H;AOP BORDEAUX CHATEAU DE L'HOSPITAL;2014;RGE;x 6;75 cl;
3522;200001;VIN DE FRANCE CINSAULT BARROCO DOMAINE DE CAMBIS;2014;RGE;x 6;75 cl;
3523;200002;AOP ST CHINIAN CAUDOMATO DOMAINE DE CAMBIS;2014;RGE;x 6;75 cl;
3524;563005H;AOP POMEROL CHATEAU BEAU SOLEIL;2014;RGE;x 6;75 cl;
3525;CDH-017005;AOP JURANCON SEC LA PIERRE BLANCHE;2011;BLC;x 6;75 cl;
3526;082002H/700;HOBIBAG ROSE 10L (x700) => stockage Nîmes;0;RSE;x 1;Hobibag 10L;
3527;082006H/2100;HOBIBAG ROSE 5L (x2100) => stockage Nîmes;0;RSE;x 1;Hobibag 5L;
3528;990005H/500;POCHE 5L METALISEE (x500) => stockage Nîmes;0;;x 1;Poche 5L;
3529;990010H/300;POCHE10L METALISEE (x300) => stockage Nîmes;0;;x 1;Poche 10L;
3530;CDV029015;DOMAINE BELLE MARE IGP PAYS D'OC CHARDONNAY;2013;BLC;x 6;75 cl;
3531;CDV092002;AOP COTEAUX LANGUEDOC PIC ST LOUP M DES COSTES;2002;RGE;x 6;75 cl;
3532;CDV029010;IGP COLLINES DE LA MOURE DOMAINE BELLE MARE;2012;RGE;x 6;75 cl;
3533;CDV029002;IGP PAYS D'OC VIOGNIER DOMAINE BELLE-MARE;2012;BLC;x 6;75 cl;
3534;178020H;IGP PAYS D'OC CHARDONNAY DOMAINE MURET (bouchon vis);2015;BLC;x 6;75 cl;
3535;178021H;IGP PAYS D'OC VIOGNIER  DOMAINE MURET (bouchon vis);2015;BLC;x 6;75 cl;
3536;178022H;IGP PAYS D'OC SYRAH  DOMAINE MURET (bouchon vis);2015;RGE;x 6;75 cl;
3537;178023H;IGP PAYS D'OC PINOT DOMAINE MURET (bouchon vis);2015;RGE;x 6;75 cl;
3538;041016/13;AOP SAINT-ESTEPHE CHATEAU LES HAUTS DE PEZ;2013;RGE;x 6;75 cl;
3539;246001H;AOP CHAMPAGNE BRUT RESERVE GAUTHIER;1990;BLC;x 6;75 cl;
3540;246002H;AOP CHAMPAGNE CUVEE  MATHILDE GAUTHIER  BRUT;1990;BLC;x 6;75 cl;
3541;805001H;AOP FIXIN PETIT CRAIS DOMAINE HUGUENOT;2013;RGE;x 6;75 cl;
3542;247001H;IGP VINS DE MONTAGNE COTES CATALANES LA PETITE MONTAGNE;2015;RGE;x 6;75 cl;
3543;247002H;IGP VINS DE MONTAGNE COTES CATALANES FACE AUX PYRENEES;2015;RGE;x 6;75 cl;
3544;247010H;AOP VINS DE MONTAGNES DE CARAMANY CUVEE GRANIT;2015;RGE;x 6;75 cl;
3545;247011H;AOP VINS DES MONTAGNES DE CARAMANY SYRAH-CARIGNAN;2015;RGE;x 6;75 cl;
3546;CDH-163006;AOP HERMITAGE Les Dionnieres;2012;RGE;x 6;75 cl;
3547;002091;IGP PAYS D'OC SYRAH PRIMEUR GALLICIAN;2016;RGE;x 6;75 cl;
3548;229000;AOP BEAUJOLAIS NOUVEAU VIEILLES VIGNES DOMAINE DU BOIS DU JOUR;2016;RGE;x 6;75 cl;
3549;CDV229001;AOP BEAUJOLAIS NOUVEAU DOMAINE DU BOIS DU JOUR;2016;RGE;x 6;75 cl;
3550;CDV229003;AOP BEAUJOLAIS NOUVEAU DOMAINE DU BOIS DU JOUR;2016;RGE;x 1;B05L;
3551;CDV229000;AOP BEAUJOLAIS NOUVEAU V-VIGNES DOMAINE DU BOIS DU JOUR;2016;RGE;x 6;75 cl;
3552;CDV016000;AOP BEAUJOLAIS NOUVEAU DOMAINE PAIRE BIO;2016;RGE;x 6;75 cl;
3553;CDV016001;AOP BEAUJOLAIS NOUVEAU VIEILLES VIGNES DOMAINE PAIRE BIO;2016;RGE;x 6;75 cl;
3554;074003ECR;AOP GIGONDAS SIGNATURE ECRIN;2012;RGE;x 4;150 cl;
3555;074201ECR;AOP VACQUEYRAS BEAUMIRAIL ECRIN;2012;RGE;x 4;150 cl;
3556;074202ECR;AOP BEAUMES DE VENISE TERRISSIMO ECRIN;2014;RGE;x 4;150 cl;
3557;074300;AOP GIGONDAS LA REFERENCE CAISSE BOIS 2 BOUTEILLES;0;RGE;x 1;75 cl;
3558;074301;AOP GIGONDAS LA REFERENCE CAISSE BOIS 3 BOUTEILLES;0;RGE;x 1;75 cl;
3559;074302;AOP VACQUEYRAS BEAUMIRAIL CAISSE BOIS 2 BOUTEILLES;0;RGE;x 1;75 cl;
3560;074303;AOP VACQUEYRAS BEAUMIRAIL CAISSE BOIS 3 BOUTEILLES;0;RGE;x 6;75 cl;
3561;074304;AOP BEAUMES DE VENISE TERRISSIMO CAISSE BOIS 2 BLL;0;RGE;x 1;75 cl;
3562;074305;AOP BEAUMES DE VENISE TERRISSIMO CAISSE BOIS 3 BLL;0;RGE;x 1;75 cl;
3563;052039/08;AOP HAUT-MEDOC L'ENCLOS DE RAMAGE;2008;RGE;x 6;150 cl;
3565;163003H;AOP SAINT-PERAY CUVEE MONTIS DOMAINE FAYOLLE;2014;BLC;x 6;75 cl;
3566;049016CB;C-BOIS AOP BORDEAUX CLASSIQUE CHATEAU LAUDUC;2014;RGE;x 3;75 cl;1
3567;CDH-001021;AOP CHAMPAGNE SELECTION BRUT ETUI PANNIER;0;BLC;x 6;75 cl;
3568;171005H;AOP MASSIF D'UCHAUX VILLAGES GABRIEL DOMAINE CABOTTE;2014;RGE;x 6;75 cl;
3569;CDH-GDCRUS;CARTON PANACHE GRANDS CRUS DU BORDELAIS;0;RGE;x 1 CB;75 cl;
3570;CDH-246002;CUVEE MATHILDE BLANC DE BLANC AOP CHAMPAGNE GAUTIER;0;BLC;x 6;75 cl;
3571;230002H;AOP ST AUBIN 1ER CRU DOMAINE MEIX;2015;BLC;x 6;75 cl;
3572;230003H;AOP ST AUBIN 1ER CRU DOMAINE MEIX;2014;RGE;x 6;75 cl;
3573;230004H;AOP CREMANT DE BOURGOGNE EDEN DOMAINE GUILLO;0;BLC;x 6;75 cl;
3574;CDH-ETUIS;ETUIS KRAFT;0;;x 1;75 cl;
3575;160002H/6;IGP GARD CHAMPETRE;2014;RGE;x 6;75 cl;
3576;154002H;AOP MERCUREY PREMIER CRU LES CRETS DOMAINE SUREMAIN;2014;RGE;x 6;75 cl;
3577;CDV080009;AOP SANCERRE LES MONTS DAMNES;2013;BLC;x 6;75 cl;
3578;002090;AOP COSTIERES DE NIMES CUVEE PRESTIGE;2013;RSE;x 12 CB;37.5 cl;
3579;CDH-564012;AOP SAINTE CROIX DU MONT CHATEAU DES 2 LIONS;2014;BLC;x 6;75 cl;
3580;CDH-563005;AOP POMEROL CHATEAU BEAU SOLEIL;2011;RGE;x 6;75 cl;
3581;801012H;AOP HAUTES COTES DE BEAUNE LES VIGNES DE DEFFEND ;2014;BLC;x 6;75 cl;
3582;CDH-203003;AOP COTES DE BOURG PECHE DU ROI CHATEAU HAUT GUIRAUD;2014;RGE;x 6;75 cl;
3583;248001H;AOP COTES DU VENTOUX GRANGE DES DAMES VIGNES DU MONT;2015;RGE;x 1;B05L;
3584;248002H;AOP COTES DU VENTOUX GRANGE DES DAMES VIGNES DU MONT;2015;RGE;x 1;B10L;
3585;230005H;AOP HAUTES COTES DE BEAUNES LES VERGERS DOMAINE GUILLO;2014;RGE;x 6;75 cl;
3586;001000H;AOP CHAMPAGNE BRUT PANNIER;0;BLC;x 6;75 cl;
3587;226005;AOP BLANQUETTE LIMOUX PREMIERES BULLES;0;RSE;x 6;75 cl;
3588;CDH-222005;75 cl COTES DU JURA - SAVAGNIN - DOMAINE GRAND BLANC;2011;BLC;x 6;75 cl;
3589;CDH-564007;AOP HAUT-MEDOC LES BRULIERES DE BEYCHEVELLES;2011;RGE;x 6;75 cl;
3590;169003;AOP COTES DE CASTILLON HARMONIE;2014;RGE;x 6;75 cl;1
3591;CDH-235001;IGP CASANOVA;2015;RSE;x 6;75 cl;
